,,,,,,,,
Date,Open*,High,Low,Close**,Volume,Market Cap,,
5-Apr-18,0.000167,0.000192,0.000158,0.000163,"91,660","37,101,900",59,
6-Apr-18,0.000163,0.000189,0.000151,0.000152,"114,150","36,228,100",58,
7-Apr-18,0.000152,0.000192,0.000146,0.000146,"135,785","33,839,500",57,
8-Apr-18,0.000152,0.000193,0.000136,0.000141,"311,034","33,931,200",56,
9-Apr-18,0.000141,0.0002,0.000084,0.000136,"208,014","31,453,800",55,
10-Apr-18,0.000136,0.000137,0.000087,0.000134,"124,767","30,353,800",54,
11-Apr-18,0.000134,0.000204,0.000097,0.000199,"437,655","30,038,300",53,
12-Apr-18,0.000201,0.000215,0.000153,0.000192,"108,958","44,840,600",52,
13-Apr-18,0.000185,0.000226,0.000177,0.000177,"157,001","41,338,800",51,
14-Apr-18,0.000175,0.000209,0.000156,0.000165,"173,113","39,186,100",50,
15-Apr-18,0.000188,0.000217,0.000162,0.000176,"164,226","42,077,100",49,
16-Apr-18,0.000176,0.000226,0.000154,0.000216,"195,732","39,523,500",48,
17-Apr-18,0.000169,0.000222,0.000137,0.000158,"469,107","37,865,600",47,
18-Apr-18,0.000158,0.000229,0.000109,0.000164,"180,999","35,523,400",46,
19-Apr-18,0.000164,0.000223,0.000114,0.000223,"227,384","36,821,100",45,
20-Apr-18,0.000224,0.000238,0.000167,0.000198,"155,785","50,364,000",44,
21-Apr-18,0.000199,0.000248,0.000177,0.000181,"227,915","44,641,700",43,
22-Apr-18,0.000181,0.000241,0.000178,0.000207,"149,253","40,612,800",42,
23-Apr-18,0.000201,0.000237,0.000174,0.000179,"315,638","45,308,500",41,
24-Apr-18,0.000121,0.000264,0.000121,0.000224,"458,255","27,291,600",40,
25-Apr-18,0.000221,0.000265,0.000177,0.000214,"157,017","49,846,200",39,
26-Apr-18,0.000215,0.000248,0.000172,0.00024,"169,379","48,511,500",38,
27-Apr-18,0.000241,0.000258,0.000179,0.000179,"285,657","54,314,000",37,
28-Apr-18,0.000179,0.000251,0.000179,0.0002,"154,867","40,465,000",36,
29-Apr-18,0.000198,0.000255,0.000127,0.000188,"158,608","44,664,200",35,
30-Apr-18,0.000188,0.00025,0.000123,0.000234,"300,888","42,466,600",34,
1-May-18,0.000235,0.000243,0.000137,0.000194,"431,806","53,204,200",33,
2-May-18,0.000196,0.000234,0.000145,0.000198,"188,928","44,262,500",32,
3-May-18,0.000199,0.000249,0.000132,0.000195,"259,090","45,028,800",31,
4-May-18,0.000195,0.000228,0.000139,0.000191,"194,462","44,216,900",30,
